date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:12	2260/2260	---M--	200	added ('OK')	application/json	date:Wed,%2028%20Sep%202022%2015:24:11%20GMT	https://politicalwp.themeslr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpoliticalwp.themeslr.com%2F	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-json/oembed/1.0/embed94f6.json	(from https://politicalwp.themeslr.com/)
20:54:13	799758/799758	---MC-	200	added ('OK')	application/json	date:Wed,%2028%20Sep%202022%2015:24:10%20GMT	https://politicalwp.themeslr.com/wp-json/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-json/index.html	(from https://politicalwp.themeslr.com/)
20:54:14	2354/2354	---M-Z	200	added ('OK')	text/xml	date:Wed,%2028%20Sep%202022%2015:24:13%20GMT	https://politicalwp.themeslr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpoliticalwp.themeslr.com%2F&format=xml	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-json/oembed/1.0/embed04ef	(from https://politicalwp.themeslr.com/)
20:54:15	15079/15079	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202017%2019:25:14%20GMT	https://politicalwp.themeslr.com/wp-content/themes/politicalwp/images/boxed_pattern.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/themes/politicalwp/images/boxed_pattern.png	(from https://politicalwp.themeslr.com/)
20:54:16	27342/27342	---MC-	200	added ('OK')	application/json	date:Wed,%2028%20Sep%202022%2015:24:14%20GMT	https://politicalwp.themeslr.com/wp-json/tribe/events/v1/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-json/tribe/events/v1/index.html	(from https://politicalwp.themeslr.com/)
20:54:17	159644/159644	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2007:12:36%20GMT	https://politicalwp.themeslr.com/wp-content/themes/politicalwp/images/politicalwp_crowd.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/themes/politicalwp/images/politicalwp_crowd.jpg	(from https://politicalwp.themeslr.com/)
20:54:17	132895/132895	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202017%2020:22:18%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwpgray.jpg?id=6640	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwpgraydf0c.jpg	(from https://politicalwp.themeslr.com/)
20:54:18	52911/52911	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Sep%202022%2015:24:17%20GMT	https://politicalwp.themeslr.com/politicalwp	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/politicalwp	(from https://politicalwp.themeslr.com/)
20:54:18	14397/14397	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Apr%202017%2012:04:06%20GMT	https://politicalwp.themeslr.com/wp-content/themes/politicalwp/images/theme_logo_dark.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/themes/politicalwp/images/theme_logo_dark.png	(from https://politicalwp.themeslr.com/)
20:54:23	61842/61842	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:20%20GMT	https://politicalwp.themeslr.com/donations/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/donations/index.html	(from https://politicalwp.themeslr.com/)
20:54:27	162591/162591	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:21%20GMT	https://politicalwp.themeslr.com/home/home-video/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-video/index.html	(from https://politicalwp.themeslr.com/)
20:54:28	243730/243730	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:22%20GMT	https://politicalwp.themeslr.com/home/home-local-government/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-local-government/index.html	(from https://politicalwp.themeslr.com/)
20:54:34	169463/169463	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:29%20GMT	https://politicalwp.themeslr.com/home/home-header-2/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-header-2/index.html	(from https://politicalwp.themeslr.com/)
20:54:38	187079/187079	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202017%2019:27:34%20GMT	http://politicalwp.themeslr.com/wp-content/uploads/2017/04/politica_slider_1_slide1_bgs-1.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/04/politica_slider_1_slide1_bgs-1.jpg	(from https://politicalwp.themeslr.com/)
20:54:40	176155/176155	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:36%20GMT	https://politicalwp.themeslr.com/home/home-header-3/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-header-3/index.html	(from https://politicalwp.themeslr.com/)
20:54:43	172371/172371	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:40%20GMT	https://politicalwp.themeslr.com/home/home-boxed/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-boxed/index.html	(from https://politicalwp.themeslr.com/)
20:54:50	38007/38007	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2005:08:10%20GMT	http://politicalwp.themeslr.com/wp-content/uploads/2017/05/logo-huge2.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/05/logo-huge2.png	(from https://politicalwp.themeslr.com/)
20:54:55	103094/103094	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:53%20GMT	https://politicalwp.themeslr.com/home/home-social-campaign/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/home-social-campaign/index.html	(from https://politicalwp.themeslr.com/)
20:54:57	9405/9405	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Mar%202017%2019:24:08%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/lawyer_signature.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/lawyer_signature.png	(from https://politicalwp.themeslr.com/)
20:55:00	64874/64874	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:24:58%20GMT	https://politicalwp.themeslr.com/home/fullscreen-video/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/home/fullscreen-video/index.html	(from https://politicalwp.themeslr.com/)
20:55:06	33775/33775	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202017%2019:48:48%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_flag.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_flag.jpg	(from https://politicalwp.themeslr.com/)
20:55:07	187933/187933	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202017%2005:04:58%20GMT	http://politicalwp.themeslr.com/wp-content/uploads/2017/05/politicalwp_crowd_black2.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/05/politicalwp_crowd_black2.jpg	(from https://politicalwp.themeslr.com/)
20:55:09	11405/11405	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:44%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo5.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo5.png	(from https://politicalwp.themeslr.com/)
20:55:11	112499/112499	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:25:08%20GMT	https://politicalwp.themeslr.com/landing-page/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/landing-page/index.html	(from https://politicalwp.themeslr.com/)
20:55:15	29706/29706	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:42%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo4.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo4.png	(from https://politicalwp.themeslr.com/)
20:55:16	332248/332248	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202017%2005:01:34%20GMT	http://politicalwp.themeslr.com/wp-content/uploads/2017/05/politicalwp_crowd_black.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/05/politicalwp_crowd_black.jpg	(from https://politicalwp.themeslr.com/)
20:55:23	68871/68871	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:40%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo3.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo3.png	(from https://politicalwp.themeslr.com/)
20:55:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:10%20GMT	https://politicalwp.themeslr.com/index.php/about-us/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/about-us/index.html	(from https://politicalwp.themeslr.com/)
20:55:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:15%20GMT	https://politicalwp.themeslr.com/index.php/contact-us/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/contact-us/index.html	(from https://politicalwp.themeslr.com/)
20:55:29	16945/16945	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:38%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo2.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo2.png	(from https://politicalwp.themeslr.com/)
20:55:31	15603/15603	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:36%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo1.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo1.png	(from https://politicalwp.themeslr.com/)
20:55:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:24%20GMT	https://politicalwp.themeslr.com/index.php/what-we-fight-for/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/what-we-fight-for/index.html	(from https://politicalwp.themeslr.com/)
20:55:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:31%20GMT	https://politicalwp.themeslr.com/index.php/our-partners/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/our-partners/index.html	(from https://politicalwp.themeslr.com/)
20:55:39	11522/11522	---M--	200	added ('OK')	image/png	date:Wed,%2003%20May%202017%2004:14:34%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/06/logo6.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/06/logo6.png	(from https://politicalwp.themeslr.com/)
20:55:43	69624/69624	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:25:39%20GMT	https://politicalwp.themeslr.com/our-supporters/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/our-supporters/index.html	(from https://politicalwp.themeslr.com/)
20:55:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:30%20GMT	https://politicalwp.themeslr.com/index.php/elements/testimonials/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/elements/testimonials/index.html	(from https://politicalwp.themeslr.com/)
20:55:50	109566/109566	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:43:33%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-700x450.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-700x450.jpg	(from https://politicalwp.themeslr.com/)
20:55:51	35990/35990	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2021:21:41%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-12-700x450.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-12-700x450.jpg	(from https://politicalwp.themeslr.com/)
20:55:56	52911/52911	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Sep%202022%2015:25:52%20GMT	https://politicalwp.themeslr.com/404-2/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/404-2/index.html	(from https://politicalwp.themeslr.com/)
20:55:57	56114/56114	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2021:22:54%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-10-700x450.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-10-700x450.jpg	(from https://politicalwp.themeslr.com/)
20:56:03	59691/59691	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:25:58%20GMT	https://politicalwp.themeslr.com/elements/mailchimp-subscribe-form/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/mailchimp-subscribe-form/index.html	(from https://politicalwp.themeslr.com/)
20:56:03	56683/56683	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Mar%202017%2019:24:20%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_03.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_03.jpg	(from https://politicalwp.themeslr.com/)
20:56:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Sep%202022%2015:25:45%20GMT	https://politicalwp.themeslr.com/index.php/faqs/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/index.php/faqs/index.html	(from https://politicalwp.themeslr.com/)
20:56:07	59457/59457	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:04%20GMT	https://politicalwp.themeslr.com/elements/alerts/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/alerts/index.html	(from https://politicalwp.themeslr.com/)
20:56:13	70270/70270	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Mar%202017%2019:24:14%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_07.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_07.jpg	(from https://politicalwp.themeslr.com/)
20:56:13	56747/56747	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:07%20GMT	https://politicalwp.themeslr.com/elements/skills-counters/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/skills-counters/index.html	(from https://politicalwp.themeslr.com/)
20:56:16	72279/72279	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Mar%202017%2019:24:18%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_02.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_02.jpg	(from https://politicalwp.themeslr.com/)
20:56:17	69297/69297	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:14%20GMT	https://politicalwp.themeslr.com/elements/charts/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/charts/index.html	(from https://politicalwp.themeslr.com/)
20:56:22	63267/63267	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:17%20GMT	https://politicalwp.themeslr.com/elements/columns/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/columns/index.html	(from https://politicalwp.themeslr.com/)
20:56:23	68139/68139	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Mar%202017%2019:24:10%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_05.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/10/lawyer_05.jpg	(from https://politicalwp.themeslr.com/)
20:56:29	65839/65839	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:22%20GMT	https://politicalwp.themeslr.com/elements/services-list/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/services-list/index.html	(from https://politicalwp.themeslr.com/)
20:56:32	116153/116153	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:29%20GMT	https://politicalwp.themeslr.com/elements/buttons/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/buttons/index.html	(from https://politicalwp.themeslr.com/)
20:56:33	65783/65783	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:42:53%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-2-1-1024x683.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-2-1-1024x683.jpg	(from https://politicalwp.themeslr.com/)
20:56:41	56661/56661	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:34%20GMT	https://politicalwp.themeslr.com/elements/panels/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/panels/index.html	(from https://politicalwp.themeslr.com/)
20:56:41	177451/177451	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:43:25%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-1024x530.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-1024x530.jpg	(from https://politicalwp.themeslr.com/)
20:56:45	103336/103336	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:42:14%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-4-1-1024x659.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/tlsr_politica_-4-1-1024x659.jpg	(from https://politicalwp.themeslr.com/)
20:56:48	61730/61730	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:45%20GMT	https://politicalwp.themeslr.com/elements/progress-bars/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/progress-bars/index.html	(from https://politicalwp.themeslr.com/)
20:56:48	342777/342777	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:44%20GMT	https://politicalwp.themeslr.com/elements/tabs/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/tabs/index.html	(from https://politicalwp.themeslr.com/)
20:56:48	1608752/1608752	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Apr%202017%2019:18:54%20GMT	http://politicalwp.themeslr.com/wp-content/uploads/2017/04/political_business_president_man.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/04/political_business_president_man.png	(from https://politicalwp.themeslr.com/)
20:56:49	176/176	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2018:50:07%20GMT	https://politicalwp.themeslr.com/wp-content/plugins/instagram-feed/img/placeholder.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/plugins/instagram-feed/img/placeholder.png	(from https://politicalwp.themeslr.com/)
20:56:54	59074/59074	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:53%20GMT	https://politicalwp.themeslr.com/elements/google-maps/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/google-maps/index.html	(from https://politicalwp.themeslr.com/)
20:56:54	64388/64388	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:53%20GMT	https://politicalwp.themeslr.com/elements/headings/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/elements/headings/index.html	(from https://politicalwp.themeslr.com/)
20:56:55	115316/115316	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:54%20GMT	https://politicalwp.themeslr.com/gallery/instagram-feeds/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/gallery/instagram-feeds/index.html	(from https://politicalwp.themeslr.com/)
20:56:55	14294/14294	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Apr%202017%2012:03:54%20GMT	https://politicalwp.themeslr.com/wp-content/themes/politicalwp/images/theme_logo.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/themes/politicalwp/images/theme_logo.png	(from https://politicalwp.themeslr.com/)
20:56:55	62625/62625	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:26:54%20GMT	https://politicalwp.themeslr.com/tweets-feed/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/tweets-feed/index.html	(from https://politicalwp.themeslr.com/)
20:56:57	23953/23953	---M--	200	added ('OK')	image/png	date:Sat,%2020%20May%202017%2014:22:28%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2017/05/world_map.png	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2017/05/world_map.png	(from https://politicalwp.themeslr.com/)
20:57:01	104427/104427	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:27:00%20GMT	https://politicalwp.themeslr.com/carousel-gallery/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/carousel-gallery/index.html	(from https://politicalwp.themeslr.com/)
20:57:02	55691/55691	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:27:00%20GMT	https://politicalwp.themeslr.com/gallery/youtube-gallery-wide/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/gallery/youtube-gallery-wide/index.html	(from https://politicalwp.themeslr.com/)
20:57:02	60724/60724	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2015:27:01%20GMT	https://politicalwp.themeslr.com/gallery/mixed-youtube-vimeo/	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/gallery/mixed-youtube-vimeo/index.html	(from https://politicalwp.themeslr.com/)
20:57:02	2927/2927	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202019%2020:43:34%20GMT	https://politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-70x70.jpg	D:/Sudhiksha/partTime/Political%20Party/politicalwp.themeslr.com/wp-content/uploads/2016/02/politicalwp_xcrowd-70x70.jpg	(from https://politicalwp.themeslr.com/)
